permit_number,dba,canonical_name,street_address,canonical_address,latitude,longitude,inspection_date,facility_rating_status,violation_count,matched_place_id,match_score,place_id,name,address,rating,user_ratings_total,types,lat,lng,business_status
3915,THE OLYMPIC CLUB (Lower Level),the olympic club,599 SKYLINE BLVD,599 skyline boulevard,37.709397,-122.49468,2025-05-14,Pass,,,,,,,,,,,,
06744085,"MOSABI FOODS, INC.",mosabi foods inc,1 HOFFMAN AVE # A,1 hoffman avenue,37.75402150428,-122.44090241971,2025-05-14,Pass,,,,,,,,,,,,
55266,TOWN SCHOOL FOR BOYS,town school for boys,2750 JACKSON ST,2750 jackson street,37.792035,-122.4401445,2025-05-14,Pass,2.0,,,,,,,,,,,
06744036,Bruno's Italian Taste,bruno s italian taste,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-05-14,Pass,,,,,,,,,,,,
71149,TRICK DOG,trick dog,3010 20TH ST,3010 20th street,37.759329,-122.411295,2025-05-14,Pass,6.0,,,,,,,,,,,
92814,TRUE LAUREL,true laurel,753 ALABAMA ST,753 alabama street,37.75932,-122.4112995,2025-05-14,Pass,5.0,,,,,,,,,,,
103578,RISE & GRIND COFFEE HOUSE,rise grind coffee house,2598 FOLSOM ST,2598 folsom street,37.755882,-122.4146205,2025-05-14,Pass,8.0,,,,,,,,,,,
66967,ISAAC'S MARKET,isaac s market,2601 FOLSOM ST,2601 folsom street,37.755522,-122.4142425,2025-05-14,Pass,3.0,,,,,,,,,,,
T 66967,ISAAC'S MARKET,isaac s market,2601 FOLSOM ST,2601 folsom street,37.755522,-122.4142425,2025-05-14,nan,,,,,,,,,,,,
76615,TOPS CAFE,tops,2460 SAN BRUNO AVE,2460 san bruno avenue,37.730862,-122.405247,2025-05-14,Pass,1.0,,,,,,,,,,,
23632,SHERATON-PALACE HOTEL EMPL CAF,sheraton palace hotel empl caf,2 NEW MONTGOMERY ST,2 new montgomery street,37.788417,-122.401962,2025-05-14,Pass,,,,,,,,,,,,
23648,PALACE HOTEL,palace hotel,2 NEW MONTGOMERY ST,2 new montgomery street,37.788417,-122.401962,2025-05-14,Pass,,,,,,,,,,,,
23655,GARDEN COURT RESTAURANT,garden court,2 NEW MONTGOMERY ST,2 new montgomery street,37.788417,-122.401962,2025-05-14,Pass,1.0,,,,,,,,,,,
23657,MAXFIELD'S,maxfield s,2 NEW MONTGOMERY ST,2 new montgomery street,37.788417,-122.401962,2025-05-14,Pass,1.0,,,,,,,,,,,
68090,ORIGINAL JOE'S,original joe s,601 UNION ST,601 union street,37.800225,-122.4094725,2025-05-14,nan,,ChIJfSGLEfGAhYARC8Egs7nINzk,78.55072463768116,ChIJfSGLEfGAhYARC8Egs7nINzk,Original Joe's,"601 Union St, San Francisco, CA 94133, United States",4.5,3308.0,"bar, restaurant, food, point_of_interest, establishment",37.8001849,-122.4093139,OPERATIONAL
119756,FLOUR + WATER PIZZERIA,flour water pizzeria,532 COLUMBUS AVE,532 columbus avenue,37.800072,-122.4094275,2025-05-14,nan,,ChIJSYLOU1yBhYAR8m9EPL-DLmA,80.26666666666667,ChIJSYLOU1yBhYAR8m9EPL-DLmA,Flour + Water Pizzeria,"532 Columbus Ave, San Francisco, CA 94133, United States",4.6,433.0,"restaurant, food, point_of_interest, establishment",37.80003010000001,-122.4095824,OPERATIONAL
26815,CABLE CAR RESTAURANT,cable car,1040 COLUMBUS AVE,1040 columbus avenue,37.804176,-122.4152775,2025-05-14,nan,,,,,,,,,,,,
90114,SAN FRANCISCO MARRIOTT FISHERMAN'S WHARF,san francisco marriott fisherman s wharf,1250 COLUMBUS AVE,1250 columbus avenue,37.80567,-122.4177345,2025-05-14,nan,,,,,,,,,,,,
32208,MCCORMICK&KULETOS SEAFOOD REST,mccormick kuletos seafood rest,900 N POINT ST,900 n point street,37.805535,-122.4231975,2025-05-14,nan,,ChIJnSe7xOCAhYARuiPFvpIguFA,72.03463203463204,ChIJnSe7xOCAhYARuiPFvpIguFA,McCormick & Kuleto's Seafood & Steaks,"900 North Point St, San Francisco, CA 94109, United States",4.2,1940.0,"restaurant, food, point_of_interest, establishment",37.8062331,-122.4227769,OPERATIONAL
99511,PALETTE TEA HOUSE,palette tea house,900 NORTH POINT ST B201A,900 north point street b201a,37.80587199508,-122.42341200003,2025-05-14,Pass,,ChIJ53HCdjCBhYARI-_VU7jZI-U,82.98850574712644,ChIJ53HCdjCBhYARI-_VU7jZI-U,Palette Tea House,"900 North Point St, San Francisco, CA 94109, United States",4.4,1494.0,"restaurant, bar, food, point_of_interest, establishment",37.8056265,-122.4228346,OPERATIONAL
900,SCOMAS RESTAURANT INC,scomas restaurant,PIER 47,pier 47,37.8083490151,-122.41838000827,2025-05-14,nan,,,,,,,,,,,,
112970,UNDERDOGS CANTINA,underdogs cantina,128 KING ST,128 king street,37.779507,-122.3907255,2025-05-14,Pass,7.0,,,,,,,,,,,
91108,HOTEL VIA,hotel via,138 KING ST STE B,138 king street,37.779147,-122.3908695,2025-05-14,Pass,,,,,,,,,,,,
51146,DON CHUYS MEXI-MERCADO,don chuys mexi mercado,544 EXCELSIOR AVE,544 excelsior avenue,37.723842,-122.4291465,2025-05-14,Pass,3.0,,,,,,,,,,,
T01077,DON CHUYS MEXI-MERCADO,don chuys mexi mercado,544 EXCELSIOR AVE,544 excelsior avenue,37.723842,-122.4291465,2025-05-14,nan,,,,,,,,,,,,
61915,LA LOMA PRODUCE NOS 3 & 9 INC,la loma produce nos 3 9,5652 MISSION ST,5652 mission street,37.710828,-122.4480465,2025-05-14,Pass,8.0,,,,,,,,,,,
06735058,Luke's Local Grocery,luke s local grocery,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-05-14,Pass,,,,,,,,,,,,
06735058,Luke's Local Grocery,luke s local grocery,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-05-14,Pass,1.0,,,,,,,,,,,
06733107,ZENTAROU SUSHI AND SAKE BAR,zentarou sushi and sake bar,1380 9TH AVE,1380 9th avenue,37.762614,-122.4658935,2025-05-14,Pass,,ChIJSf9KlMiHhYARjdG-GjPd-OE,77.91044776119404,ChIJSf9KlMiHhYARjdG-GjPd-OE,Zentarou Sushi and Sake Bar,"1380 9th Ave, San Francisco, CA 94122, United States",4.9,180.0,"restaurant, food, point_of_interest, establishment",37.7626072,-122.4660839,OPERATIONAL
06734108,BANHMI AND BOBA,banhmi and boba,1634 IRVING ST,1634 irving street,37.763793,-122.475708,2025-05-14,Pass,,,,,,,,,,,,
117296,WINGTIP,wingtip,550 MONTGOMERY ST STE 1000,550 montgomery street,37.794384,-122.402808,2025-05-14,Pass,1.0,,,,,,,,,,,
78250,VIVA FOOD SERVICES,viva food services,601 MONTGOMERY ST STE 310,601 montgomery street,37.794843,-122.4035415,2025-05-14,Pass,,,,,,,,,,,,
FYF119806,HEARTWOOD,heartwood,531 COMMERCIAL ST,531 commercial street,37.794231,-122.401953,2025-05-14,Pass,3.0,,,,,,,,,,,
87548,EM DELI SF,em deli sf,714 POST STREET,714 post street,37.787823,-122.4136845,2025-05-14,Pass,1.0,,,,,,,,,,,
06733440,KISS OF MATCHA,kiss of matcha,612 BROADWAY,612 broadway,37.797975,-122.4073395,2025-05-14,Pass,,,,,,,,,,,,
06744022,TERRA COTTA WARRIOR,terra cotta warrior,2555 JUDAH ST,2555 judah street,37.760904,-122.489541,2025-05-14,Pass,3.0,ChIJyW46mXeHhYAR1Gn4lfm6ggk,79.1549295774648,ChIJyW46mXeHhYAR1Gn4lfm6ggk,Terra Cotta Warrior,"2555 Judah St, San Francisco, CA 94122, United States",4.4,614.0,"restaurant, food, point_of_interest, establishment",37.761019,-122.489581,OPERATIONAL
06733709,MAMA MU'S BISTRO,mama mu s bistro,1316 NORIEGA ST,1316 noriega street,37.75437,-122.47785,2025-05-14,Pass,3.0,ChIJrSTsLEaHhYARBcMfX-qfOe0,80.26666666666667,ChIJrSTsLEaHhYARBcMfX-qfOe0,Mama Mu's Bistro,"1316 Noriega St, San Francisco, CA 94122, United States",4.6,90.0,"restaurant, food, point_of_interest, establishment",37.75430619999999,-122.477956,OPERATIONAL
79564,LOU'S CAFE,lou s,1508 TARAVAL ST,1508 taraval street,37.743003,-122.4824265,2025-05-14,Pass,1.0,,,,,,,,,,,
90110,EL ANTIGUA CAFE CORPORATION,el antigua cafe corporation,1131 TARAVAL ST,1131 taraval street,37.742769,-122.478579,2025-05-14,Pass,2.0,,,,,,,,,,,
79851,TAZAKI SUSHI,tazaki sushi,3420 JUDAH ST,3420 judah street,37.760994,-122.49882,2025-05-14,Pass,4.0,,,,,,,,,,,
97661,UNDERDOGS TO,underdogs to,3600 TARAVAL ST,3600 taraval street,37.742022,-122.504814,2025-05-14,Pass,1.0,,,,,,,,,,,
06733543,KHAO TIEW,khao tiew,272 CLAREMONT BLVD,272 claremont boulevard,37.741113,-122.4651375,2025-05-14,Pass,,ChIJLWA0dIt9j4AR3g3Oo_CocNc,80.51282051282051,ChIJLWA0dIt9j4AR3g3Oo_CocNc,Khao Tiew,"272 Claremont Blvd, San Francisco, CA 94127, United States",4.6,210.0,"restaurant, food, point_of_interest, establishment",37.7410872,-122.4650679,OPERATIONAL
06744101,SPOONS PATISSERIE,spoons patisserie,212 ALPHA ST,212 alpha street,37.713726,-122.404833,2025-05-14,Pass,,,,,,,,,,,,
06735358,CHOCOQUI,chocoqui,4229 CABRILLO ST,4229 cabrillo street,37.773279,-122.504166,2025-05-14,Pass,,,,,,,,,,,,
06733281,CUPRUM BAKERY LLC,cuprum bakery,539 9TH AVE,539 9th avenue,37.778184,-122.4676395,2025-05-14,Pass,,,,,,,,,,,,
06733281,CUPRUM BAKERY LLC,cuprum bakery,539 9TH AVE,539 9th avenue,37.778184,-122.4676395,2025-05-14,Pass,,,,,,,,,,,,
06743906,TO YOU,to you,1201 TENNESSEE ST APT 644,1201 tennessee street,37.755936,-122.388615,2025-05-14,Pass,,,,,,,,,,,,
70045,JOHNNY DOUGHNUTS,johnny doughnuts,1617 4TH ST,1617 4th street,37.76851234415,-122.39094102022,2025-05-13,Pass,3.0,,,,,,,,,,,
117092,HIMALAYAN CUISINE,himalayan cuisine,1412 POLK ST,1412 polk street,37.78992,-122.4203085,2025-05-13,Pass,10.0,ChIJ2xiRQ4uBhYAR6ZPAOAAjOV0,73.68585977281629,ChIJ2xiRQ4uBhYAR6ZPAOAAjOV0,Himalayan Cuisine SF,"1412 Polk St, San Francisco, CA 94109, United States",4.9,1988.0,"restaurant, food, point_of_interest, establishment",37.789921,-122.420448,OPERATIONAL
74429,MOKA COFFEE,moka coffee,1605 POLK ST,1605 polk street,37.791666,-122.421132,2025-05-13,Pass,5.0,,,,,,,,,,,
06734696,PRESIDIO FOOD MARKET,presidio food market,2901 BAKER ST,2901 baker street,37.797813,-122.446035,2025-05-13,Pass,,,,,,,,,,,,
06734696,PRESIDIO FOOD MARKET,presidio food market,2901 BAKER ST,2901 baker street,37.797813,-122.446035,2025-05-13,Pass,4.0,,,,,,,,,,,
06744177,THE MELLOW HAIGHT,the mellow haight,1401 HAIGHT ST,1401 haight street,37.769994,-122.4456615,2025-05-13,Pass,1.0,,,,,,,,,,,
77951,HAHN'S HIBACHI #6,hahn s hibachi 6,535 IRVING ST,535 irving street,37.76391,-122.463675,2025-05-13,Pass,9.0,,,,,,,,,,,
107910,FOGHORN TAPROOM,foghorn taproom,534 IRVING ST,534 irving street,37.764423,-122.463711,2025-05-13,Pass,4.0,,,,,,,,,,,
06743599,JULES,jules,237 FILLMORE ST,237 fillmore street,37.77183,-122.430537,2025-05-13,Pass,,ChIJ7-h4bgCBhYARBTQD3QLnoZY,80.26666666666667,ChIJ7-h4bgCBhYARBTQD3QLnoZY,Jules,"237 Fillmore St, San Francisco, CA 94117, United States",4.5,141.0,"restaurant, food, point_of_interest, establishment",37.7717704,-122.4305996,OPERATIONAL
68109,UNDERGROUND SF,underground sf,424 HAIGHT ST,424 haight street,37.772532,-122.429376,2025-05-13,Pass,2.0,,,,,,,,,,,
97372,KIBATSU,kibatsu,400 HAIGHT ST,400 haight street,37.772487,-122.429016,2025-05-13,Pass,,,,,,,,,,,,
99509,HAKASHI JAPANESE SUSHI BAR & GRILL,hakashi japanese sushi bar grill,474 3RD STREET,474 3rd street,37.781433,-122.396373,2025-05-13,Pass,,ChIJ0ZgFm0CBhYARtAjGUT07m3w,77.23076923076923,ChIJ0ZgFm0CBhYARtAjGUT07m3w,Hakashi Japanese Sushi Bar & Grill,"474 3rd St, San Francisco, CA 94107, United States",4.6,742.0,"restaurant, food, point_of_interest, establishment",37.781497,-122.3962983,OPERATIONAL
82009,CHAI BAR BY DAVID RIO,chai bar by david rio,1019 MARKET ST,1019 market street,37.781568,-122.410431,2025-05-13,Pass,,,,,,,,,,,,
06735058,Luke's Local Grocery,luke s local grocery,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-05-13,Pass,,,,,,,,,,,,
06735058,Luke's Local Grocery,luke s local grocery,49 S Van Ness Ave 7th Floor,49 s van ness avenue 7th floor,37.774431,-122.418045,2025-05-13,Pass,,,,,,,,,,,,
76374,WANG WAH RESTAURANT,wang wah,1612 OCEAN AVE,1612 ocean avenue,37.724814,-122.459328,2025-05-13,Conditional Pass,11.0,,,,,,,,,,,
D726,ORTEGA ELEMENTARY SCHOOL,ortega elementary school,400 SARGENT ST,400 sargent street,37.716372,-122.4665325,2025-05-13,Pass,3.0,,,,,,,,,,,
H2406732697,HING YUAN DIM SUM LLC,hing yuan dim sum,4675 MISSION ST,4675 mission street,37.72341,-122.435442,2025-05-13,Pass,,,,,,,,,,,,
H2406732697,HING YUAN DIM SUM LLC,hing yuan dim sum,4675 MISSION ST,4675 mission street,37.72341,-122.435442,2025-05-13,Pass,5.0,,,,,,,,,,,
M01641,KABUKI SPRINGS & SPA,kabuki springs spa,1750 GEARY BLVD,1750 geary boulevard,37.784979,-122.4318645,2025-05-13,Pass,,,,,,,,,,,,
ME 119592,THE ONLY WAI BODYWORK,the only wai bodywork,2169 UNION ST STE 3,2169 union street,37.79694,-122.4348975,2025-05-13,Pass,,,,,,,,,,,,
108370,B&W KITCHEN,b w kitchen,958 GENEVA AVE,958 geneva avenue,37.715769,-122.4403515,2025-05-13,Pass,,,,,,,,,,,,
108370,B&W KITCHEN,b w kitchen,958 GENEVA AVE,958 geneva avenue,37.715769,-122.4403515,2025-05-13,Pass,1.0,,,,,,,,,,,
06734746,HEY TEA,hey tea,165 4TH ST STE 1070,165 4th street,37.78369586883,-122.40322645498,2025-05-13,Pass,,,,,,,,,,,,
06743741,NEW PRINCESS MARKET,new princess market,500 EDDY ST,500 eddy street,37.783611,-122.416047,2025-05-13,nan,,,,,,,,,,,,
06743741,NEW PRINCESS MARKET,new princess market,500 EDDY ST,500 eddy street,37.783611,-122.416047,2025-05-13,nan,,,,,,,,,,,,
118345,ANDYTOWN COFFEE ROASTERS,andytown coffee roasters,800 GREAT HWY,800 great highway,37.772775,-122.5106775,2025-05-13,Pass,5.0,,,,,,,,,,,
99798,BUTTER LOVE BAKESHOP,butter love bakeshop,3717 BALBOA ST,3717 balboa street,37.775403,-122.4987525,2025-05-13,Pass,8.0,,,,,,,,,,,
06734772,SAMS AMERICAN EATERY,sams american eatery,1220 MARKET ST,1220 market street,37.778526,-122.4156195,2025-05-13,Pass,,ChIJY6ryfpuAhYARB56CT6K2q9w,78.26261276311394,ChIJY6ryfpuAhYARB56CT6K2q9w,Sam's American Eatery,"1220 Market St, San Francisco, CA 94102, United States",4.4,1157.0,"restaurant, food, point_of_interest, establishment",37.7784132,-122.4154785,OPERATIONAL
06734772,SAMS AMERICAN EATERY,sams american eatery,1220 MARKET ST,1220 market street,37.778526,-122.4156195,2025-05-13,Pass,3.0,ChIJY6ryfpuAhYARB56CT6K2q9w,78.26261276311394,ChIJY6ryfpuAhYARB56CT6K2q9w,Sam's American Eatery,"1220 Market St, San Francisco, CA 94102, United States",4.4,1157.0,"restaurant, food, point_of_interest, establishment",37.7784132,-122.4154785,OPERATIONAL
89865,HARU BY SAMS,haru by sams,1230 MARKET ST,1230 market street,37.778526,-122.4156195,2025-05-13,Pass,1.0,,,,,,,,,,,
H2606732614,11 DINING LLC,11 dining,1155 BATTERY ST,1155 battery street,37.8018,-122.402322,2025-05-13,Pass,,,,,,,,,,,,
06743795,FIRE+ICE GRILL & BAR,fire ice grill bar,PIER PIER 39 UNIT M-2,the embarcadero beach street,37.808118,-122.409063,2025-05-13,Pass,,,,,,,,,,,,
06743795,FIRE+ICE GRILL & BAR,fire ice grill bar,PIER PIER 39 UNIT M-2,the embarcadero beach street,37.808118,-122.409063,2025-05-13,Pass,,,,,,,,,,,,
51725,BOTA TAPAS & PAELLA BAR,bota tapas paella bar,490 GEARY ST,490 geary street,37.787148,-122.411349,2025-05-13,Pass,4.0,ChIJH9ELOI6AhYAR9bLZV1xqvAQ,78.55072463768116,ChIJH9ELOI6AhYAR9bLZV1xqvAQ,Bota Tapas & Paella Bar,"490 Geary St, San Francisco, CA 94102, United States",4.1,517.0,"restaurant, food, point_of_interest, establishment",37.7870922,-122.4112685,OPERATIONAL
06734403,THE RED TAIL-THEATER DISTRICT,the red tail theater district,992 MARKET ST,992 market street,37.782495,-122.410314,2025-05-13,Pass,2.0,,,,,,,,,,,
13582,BURGER KING,burger king,35 POWELL ST,35 powell street,37.785042,-122.408163,2025-05-13,Pass,4.0,ChIJKUQp-IWAhYARWFztu1YfEY4,78.55072463768116,ChIJKUQp-IWAhYARWFztu1YfEY4,Burger King,"35 Powell St, San Francisco, CA 94102, United States",3.5,1965.0,"restaurant, food, point_of_interest, establishment",37.78508190000001,-122.408064,OPERATIONAL
110454,ORA,ora,1519 POLK ST,1519 polk street,37.790784,-122.420889,2025-05-13,Pass,2.0,,,,,,,,,,,
99509,HAKASHI JAPANESE SUSHI BAR & GRILL,hakashi japanese sushi bar grill,474 3RD STREET,474 3rd street,37.781433,-122.396373,2025-05-13,Pass,10.0,ChIJ0ZgFm0CBhYARtAjGUT07m3w,77.23076923076923,ChIJ0ZgFm0CBhYARtAjGUT07m3w,Hakashi Japanese Sushi Bar & Grill,"474 3rd St, San Francisco, CA 94107, United States",4.6,742.0,"restaurant, food, point_of_interest, establishment",37.781497,-122.3962983,OPERATIONAL
80063,MARLOWE,marlowe,500 BRANNAN ST,500 brannan street,37.778337,-122.3967645,2025-05-13,Pass,3.0,ChIJK08gKtR_j4ARKyo5suJ6o2I,79.72602739726028,ChIJK08gKtR_j4ARKyo5suJ6o2I,Marlowe,"500 Brannan St, San Francisco, CA 94107, United States",4.3,1892.0,"bar, restaurant, food, point_of_interest, establishment",37.7783424,-122.3967887,OPERATIONAL
06734982,BOOGALOOS,boogaloos,3296 22ND ST,3296 22nd street,37.755486,-122.4206955,2025-05-13,Pass,1.0,ChIJH5j9-j5-j4AR9oQ-0-E0WYo,78.55072463768116,ChIJH5j9-j5-j4AR9oQ-0-E0WYo,Boogaloos,"3296 22nd St, San Francisco, CA 94110, United States",4.3,637.0,"restaurant, food, point_of_interest, establishment",37.7555,-122.4208333,OPERATIONAL
06734982,BOOGALOOS,boogaloos,3296 22ND ST,3296 22nd street,37.755486,-122.4206955,2025-05-13,Pass,4.0,ChIJH5j9-j5-j4AR9oQ-0-E0WYo,78.55072463768116,ChIJH5j9-j5-j4AR9oQ-0-E0WYo,Boogaloos,"3296 22nd St, San Francisco, CA 94110, United States",4.3,637.0,"restaurant, food, point_of_interest, establishment",37.7555,-122.4208333,OPERATIONAL
118150,VALENCIA EXOTIC CIGARS & LIQUOR,valencia exotic cigars liquor,1001 VALENCIA ST,1001 valencia street,37.7568,-122.4208215,2025-05-13,Pass,3.0,,,,,,,,,,,
118851,VALENCIA EXOTIC CIGARS & LIQUOR,valencia exotic cigars liquor,1001 VALENCIA ST,1001 valencia street,37.7568,-122.4208215,2025-05-13,nan,4.0,,,,,,,,,,,
06744071,CARAMBA,caramba,1430 HAIGHT ST,1430 haight street,37.770408,-122.446116,2025-05-13,Pass,,,,,,,,,,,,
119068,SUBWAY FILMORE,subway filmore,1500 FILLMORE ST,1500 fillmore street,37.783503,-122.4326205,2025-05-13,Pass,,,,,,,,,,,,
21742,VIA VENETO,via veneto,2244 FILLMORE ST,2244 fillmore street,37.790478,-122.4338895,2025-05-13,Pass,,,,,,,,,,,,
103812,LEMONGRASS THAI CUISINE,lemongrass thai cuisine,2348 POLK ST,2348 polk street,37.798533,-122.42205,2025-05-13,Pass,,,,,,,,,,,,
86336,CUISINE OF NEPAL,cuisine of nepal,3486 B MISSION ST,3486 b mission street,37.74088842508,-122.42298555356,2025-05-13,Pass,,,,,,,,,,,,
109547,"AMERICAN BITES, INC.",american bites inc,478 GREEN ST,478 green street,37.800027,-122.407155,2025-05-13,Pass,6.0,,,,,,,,,,,
17064,MAYKADEH RESTAURANT,maykadeh,470 GREEN ST,470 green street,37.800027,-122.407155,2025-05-13,Pass,6.0,ChIJ1wNNVfGAhYARPYn3uli3dwc,78.55072463768116,ChIJ1wNNVfGAhYARPYn3uli3dwc,Maykadeh,"470 Green St, San Francisco, CA 94133, United States",3.9,1050.0,"restaurant, food, point_of_interest, establishment",37.799858,-122.4070637,OPERATIONAL
87105,BODEGA,bodega,700 COLUMBUS AVE,700 columbus avenue,37.801359,-122.4113085,2025-05-13,Closure,10.0,,,,,,,,,,,
06733547,LE PETIT CAFE,le petit,1 MARITIME PLZ FL LE,1 maritime plaza,37.79532,-122.399187,2025-05-13,Pass,1.0,,,,,,,,,,,
06733582,Stonehouse Oil & Vinegar,stonehouse oil vinegar,1 FERRY BLDG STE 28,the embarcadero market street,37.79493499445,-122.39426502138,2025-05-13,Pass,,,,,,,,,,,,
84759,HANG AH TEA ROOM,hang ah tea room,1 PAGODA PL,1 pagoda place,37.793367,-122.407371,2025-05-13,Pass,1.0,ChIJF0FNCeeBhYARivUqldtWb14,78.06451612903226,ChIJF0FNCeeBhYARivUqldtWb14,Hang Ah Tea Room,"1 Pagoda Pl, San Francisco, CA 94108, United States",3.9,606.0,"restaurant, food, point_of_interest, establishment",37.7933773,-122.4073616,OPERATIONAL
97805,"CREPES OHH LA LA/ HASNIA INC,",crepes ohh la la hasnia inc,522 522 COLUMBUS AVE,522 522 columbus avenue,37.7998819937,-122.40927499831,2025-05-13,Pass,4.0,,,,,,,,,,,
06734154,SANDWICH MONKEY,sandwich monkey,121 SPEAR ST STE B09,121 spear street,37.791891,-122.392764,2025-05-13,Closure,2.0,,,,,,,,,,,
113232,AURA TEA & COFFEE,aura tea coffee,121 SPEAR ST STE B05,121 spear street,37.791891,-122.392764,2025-05-13,Pass,6.0,,,,,,,,,,,
90428,MCDONALD'S,mcdonald s,609 MARKET ST,609 market street,37.788876,-122.401395,2025-05-13,Pass,,ChIJp2UYiWKAhYARCE-kVi9xXUI,79.1549295774648,ChIJp2UYiWKAhYARCE-kVi9xXUI,McDonald's,"609 Market St, San Francisco, CA 94105, United States",3.3,2282.0,"cafe, store, restaurant, food, point_of_interest, establishment",37.7889468,-122.4014844,OPERATIONAL
62597,JJ FISH AND CHICKEN,jj fish and chicken,5100 3RD ST,5100 3rd street,37.732302,-122.3919495,2025-05-13,Pass,2.0,,,,,,,,,,,
65277,PEASANT PIES INC,peasant pies,550 GENE FRIEND WAY,550 gene friend way,37.769094,-122.3903115,2025-05-13,Pass,3.0,,,,,,,,,,,
65384,PUBLICO #2,publico 2,550 A GENE FRIEND WAY,550 a gene friend way,37.769094,-122.3903115,2025-05-13,Pass,6.0,,,,,,,,,,,
90332,SF KEBAB,sf kebab,550 16TH ST RM #1600,550 16th street rm,37.76955199324,-122.39011103399,2025-05-13,Pass,5.0,,,,,,,,,,,
06733158,NAKORN THAI SF,nakorn thai sf,639 CLEMENT ST,639 clement street,37.78263,-122.4661545,2025-05-13,Pass,,,,,,,,,,,,
06734108,BANHMI AND BOBA,banhmi and boba,1634 IRVING ST,1634 irving street,37.763793,-122.475708,2025-05-13,Pass,,,,,,,,,,,,
06743623,IPOT,ipot,1420 IRVING ST,1420 irving street,37.763982,-122.4732285,2025-05-13,Pass,,,,,,,,,,,,
107913,ART'S CAFE,art s,747 IRVING ST,747 irving street,37.763955,-122.4657675,2025-05-13,Pass,,ChIJpxnXTlyHhYAR1RGedkD52Is,79.1549295774648,ChIJpxnXTlyHhYAR1RGedkD52Is,Art's Cafe,"747 Irving St, San Francisco, CA 94122, United States",4.7,638.0,"restaurant, food, point_of_interest, establishment",37.76393970000001,-122.4660464,OPERATIONAL
118233,YOMA CAFE,yoma,1518 IRVING ST,1518 irving street,37.763937,-122.474313,2025-05-13,Conditional Pass,1.0,,,,,,,,,,,
52004,SRIRACHA THAI CUISINE,sriracha thai cuisine,1319 9TH AVE,1319 9th avenue,37.763613,-122.4666225,2025-05-13,Pass,,ChIJpZw6vceHhYAR5yXxS3WALPw,77.91044776119404,ChIJpZw6vceHhYAR5yXxS3WALPw,Sriracha Thai Cuisine,"1319 9th Ave, San Francisco, CA 94122, United States",4.8,1252.0,"restaurant, food, point_of_interest, establishment",37.7636305,-122.4664454,OPERATIONAL
68909,CAFE LA FIORE II,cafe la fiore ii,1340 IRVING ST,1340 irving street,37.764,-122.47245,2025-05-13,Pass,,,,,,,,,,,,
95684,CANOPY,canopy,595 PACIFIC AVE,595 pacific avenue,37.797057,-122.4050895,2025-05-13,Pass,1.0,,,,,,,,,,,
93223,THE DANISH & DONUT CORNER,the danish donut corner,145 COLUMBUS AVE,145 columbus avenue,37.796679,-122.405166,2025-05-13,Pass,,,,,,,,,,,,
95363,TOPPU RAMEN & DIM SUM HOUSE,toppu ramen dim sum house,941 KEARNY ST,941 kearny street,37.796787,-122.405607,2025-05-13,Pass,2.0,,,,,,,,,,,
29252,THAT'S IT MARKET,that s it market,2699 MISSION ST,2699 mission street,37.754001,-122.4182655,2025-05-13,Pass,,,,,,,,,,,,
62735,CHINA EXPRESS DELI,china express deli,2732 MISSION ST,2732 mission street,37.753218,-122.418909,2025-05-13,Pass,,,,,,,,,,,,
68390,MISSIONS KITCHEN,missions kitchen,2738 MISSION ST,2738 mission street,37.753218,-122.418909,2025-05-13,Pass,,,,,,,,,,,,
75328,G & Z LUCKY STORE LLC,g z lucky store,949 TARAVAL ST,949 taraval street,37.74285,-122.476419,2025-05-13,Pass,,,,,,,,,,,,
T-75288,G & Z LUCKY STORE LLC,g z lucky store,949 TARAVAL ST,949 taraval street,37.74285,-122.476419,2025-05-13,nan,,,,,,,,,,,,
116807,FUNG WONG SF INC,fung wong sf,2500 NORIEGA ST,2500 noriega street,37.753812,-122.4905985,2025-05-13,Conditional Pass,11.0,ChIJpcqiskKHhYARwM_plN8v4o0,80.26666666666667,ChIJpcqiskKHhYARwM_plN8v4o0,Fung Wong SF,"2500 Noriega St, San Francisco, CA 94122, United States",3.7,191.0,"restaurant, food, point_of_interest, establishment",37.7538562,-122.4907045,OPERATIONAL
90758,HOOK FISH COMPANY,hook fish company,4542 IRVING ST,4542 irving street,37.76238,-122.506866,2025-05-13,Pass,,ChIJG1iGoY-HhYAR-XNMTpeTJ4I,69.38119981105338,ChIJG1iGoY-HhYAR-XNMTpeTJ4I,Hook Fish Co,"4542 Irving St, San Francisco, CA 94122, United States",4.6,2566.0,"cafe, restaurant, food, point_of_interest, establishment",37.7623778,-122.5068748,OPERATIONAL
95506,JM DISCOUNT LIQUORS,jm discount liquors,3801 NORIEGA ST,3801 noriega street,37.752786,-122.504598,2025-05-13,Pass,3.0,,,,,,,,,,,
T 99477,JM Discount Liquor,jm discount liquor,3801 NORIEGA ST,3801 noriega street,37.752786,-122.504598,2025-05-13,nan,,,,,,,,,,,,
