feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,label
0.0,37.788918,-122.408507,,,,0.0,0
0.0,37.788918,-122.408507,0.0,0.0,387.0,0.0,0
0.0,37.788918,-122.408507,0.0,0.0,392.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,261.0,,0
0.0,37.805493,-122.414407,,,,,0
0.0,37.805493,-122.414407,0.0,0.0,372.0,,0
0.0,37.787569,-122.403349,,,,,0
0.0,37.787569,-122.403349,0.0,0.0,23.0,,0
0.0,37.780305,-122.477825,,,,0.0,0
0.0,37.780305,-122.477825,0.0,0.0,180.0,0.0,0
0.0,37.780305,-122.477825,0.0,0.0,205.0,0.0,0
0.0,37.780305,-122.477825,0.0,0.0,315.0,0.0,0
0.0,37.792773,-122.403567,,,,,0
0.0,37.794703,-122.402687,,,,0.0,0
0.0,37.794703,-122.402687,0.0,0.0,220.0,0.0,0
0.0,37.794703,-122.402687,0.0,0.0,383.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,759.0,,0
0.0,37.744736,-122.452666,,,,0.0,0
0.0,37.744736,-122.452666,0.0,0.0,397.0,0.0,0
0.0,37.744736,-122.452666,0.0,0.0,419.0,0.0,0
0.0,37.744736,-122.452666,0.0,0.0,10.0,0.0,0
0.0,37.770517,-122.403221,,,,,0
0.0,37.770517,-122.403221,0.0,0.0,368.0,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,386.0,,0
0.0,37.787838,-122.400998,,,,,0
0.0,37.787838,-122.400998,0.0,0.0,372.0,,0
0.0,37.764088,-122.465981,,,,0.0,0
0.0,37.764088,-122.465981,0.0,0.0,324.0,0.0,0
3.0,37.764306,-122.466015,0.0,0.0,613.0,0.0,0
0.0,37.764306,-122.466015,1.0,0.0,7.0,0.0,0
0.0,37.764306,-122.466015,1.0,0.0,219.0,0.0,0
0.0,37.786124,-122.40542,,,,0.0,0
0.0,37.786124,-122.40542,0.0,0.0,392.0,0.0,0
0.0,37.786124,-122.40542,0.0,0.0,371.0,0.0,0
0.0,37.784317,-122.407563,,,,,0
0.0,37.784317,-122.407563,0.0,0.0,537.0,,0
0.0,37.79703,-122.398284,,,,0.0,0
0.0,37.79703,-122.398284,0.0,0.0,17.0,0.0,0
0.0,37.79703,-122.398284,0.0,0.0,244.0,0.0,0
0.0,37.79703,-122.398284,0.0,0.0,369.0,0.0,0
4.0,37.797696,-122.396994,0.0,0.0,758.0,0.0,0
0.0,37.804401,-122.4339075,,,,,0
0.0,37.793142,-122.3996805,,,,,0
3.0,37.805283,-122.4150165,,,,,0
1.0,37.805283,-122.4150165,3.0,0.0,210.0,,0
0.0,37.766988,-122.3936775,,,,,0
0.0,37.788894,-122.4083925,,,,,0
0.0,37.788894,-122.4083925,0.0,0.0,457.0,,0
1.0,37.789497,-122.397606,,,,,0
0.0,37.77147,-122.389272,,,,,0
1.0,37.783485,-122.433327,,,,,0
1.0,37.783485,-122.433327,1.0,0.0,18.0,,0
2.0,37.741941,-122.387445,,,,,0
1.0,37.741941,-122.387445,2.0,0.0,420.0,,0
0.0,37.7883,-122.393691,,,,,0
1.0,37.79271822583,-122.40407285684,,,,,0
1.0,37.7397,-122.467491,,,,,0
2.0,37.7397,-122.467491,1.0,0.0,407.0,,0
0.0,37.777077,-122.419377,,,,,0
0.0,37.8085026804,-122.4133384046,,,,,0
2.0,37.8085026804,-122.4133384046,0.0,0.0,347.0,,0
0.0,37.780083,-122.4780705,,,,,0
0.0,37.763766,-122.477499,,,,0.0,0
0.0,37.763766,-122.477499,0.0,0.0,52.0,0.0,0
0.0,37.763766,-122.477499,0.0,0.0,333.0,0.0,0
0.0,37.80248801122,-122.40218097456,,,,,0
2.0,37.80248801122,-122.40218097456,0.0,0.0,353.0,,0
3.0,37.789812,-122.401782,,,,,0
0.0,37.789317,-122.406687,,,,,0
2.0,37.785978,-122.421195,,,,,0
0.0,37.785051,-122.399829,,,,,0
0.0,37.793826,-122.396724,,,,,0
5.0,37.762911,-122.410629,,,,,0
3.0,37.786752,-122.408478,,,,1.0,0
4.0,37.786752,-122.408478,3.0,0.0,365.0,1.0,0
2.0,37.786752,-122.408478,3.5,0.0,14.0,1.0,0
0.0,37.76541761182,-122.40267221749,,,,,0
1.0,37.76541761182,-122.40267221749,0.0,0.0,455.0,,0
0.0,37.777077,-122.4174465,,,,,0
0.0,37.73682,-122.40531,,,,,0
0.0,37.79386998983,-122.39486700967,,,,,0
2.0,37.761102,-122.434713,,,,,0
0.0,37.761102,-122.434713,2.0,0.0,245.0,,0
0.0,37.794564,-122.402673,,,,,0
0.0,37.794564,-122.402673,0.0,0.0,413.0,,0
0.0,37.791864,-122.397687,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,21.0,0.0,0
0.0,,,0.0,0.0,441.0,0.0,0
8.0,37.784934,-122.413077,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,183.0,0.0,0
1.0,37.788858,-122.408388,0.0,0.0,735.0,0.0,0
0.0,37.753196,-122.39939,,,,0.0,0
0.0,37.753196,-122.39939,0.0,0.0,172.0,0.0,0
0.0,37.753196,-122.39939,0.0,0.0,148.0,0.0,0
0.0,37.753196,-122.39939,0.0,0.0,156.0,0.0,0
0.0,37.752687,-122.398722,0.0,0.0,601.0,0.0,0
0.0,37.752687,-122.398722,0.0,0.0,154.0,0.0,0
0.0,37.783557,-122.41449,,,,,0
0.0,37.783704,-122.432824,,,,0.0,0
0.0,37.783704,-122.432824,0.0,0.0,454.0,0.0,0
0.0,37.783665,-122.4330885,0.0,0.0,799.0,0.0,0
1.0,37.783665,-122.4330885,0.0,0.0,222.0,0.0,0
0.0,37.73017,-122.502535,,,,0.0,0
0.0,37.73017,-122.502535,0.0,0.0,460.0,0.0,0
0.0,37.73017,-122.502535,0.0,0.0,17.0,0.0,0
0.0,37.774431,-122.418045,,,,,0
4.0,37.763469,-122.4818415,,,,,0
0.0,,,,,,2.5,0
4.0,37.75995,-122.421141,0.0,0.0,393.0,2.5,0
5.0,37.75995,-122.421141,2.0,0.0,7.0,2.5,0
2.0,37.75995,-122.421141,3.0,0.0,9.0,2.5,0
0.0,,,,,,,0
0.0,37.785294,-122.395581,,,,0.0,0
0.0,37.785294,-122.395581,0.0,0.0,13.0,0.0,0
0.0,37.785294,-122.395581,0.0,0.0,240.0,0.0,0
0.0,37.77813,-122.391855,,,,,0
0.0,37.782784,-122.467159,,,,0.0,0
0.0,37.782784,-122.467159,0.0,0.0,175.0,0.0,0
0.0,37.782784,-122.467159,0.0,0.0,4.0,0.0,0
0.0,37.782784,-122.467159,0.0,0.0,182.0,0.0,0
0.0,37.782784,-122.467159,0.0,0.0,387.0,0.0,0
0.0,37.799065,-122.408355,,,,0.0,0
0.0,37.799065,-122.408355,0.0,0.0,409.0,0.0,0
0.0,37.799065,-122.408355,0.0,0.0,425.0,0.0,0
0.0,37.799199,-122.4082665,0.0,0.0,239.0,0.0,0
6.0,37.799199,-122.4082665,0.0,0.0,378.0,0.0,0
0.0,,,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,370.0,0.0,0
0.0,37.765989,-122.3878005,0.0,0.0,295.0,0.0,0
4.0,37.765989,-122.3878005,0.0,0.0,161.0,0.0,0
0.0,37.728477,-122.4768375,,,,,0
0.0,,,,,,,0
0.0,37.785924,-122.400765,0.0,0.0,712.0,,0
0.0,37.798884,-122.408568,,,,0.0,0
0.0,37.798884,-122.408568,0.0,0.0,7.0,0.0,0
5.0,37.798884,-122.408568,0.0,0.0,77.0,0.0,0
0.0,37.795905,-122.404923,,,,0.0,0
0.0,37.795905,-122.404923,0.0,0.0,188.0,0.0,0
0.0,37.795905,-122.404923,0.0,0.0,134.0,0.0,0
0.0,37.753758,-122.438601,,,,,0
0.0,37.748853,-122.492255,,,,0.0,0
0.0,37.748853,-122.492255,0.0,0.0,286.0,0.0,0
0.0,37.748853,-122.492255,0.0,0.0,238.0,0.0,0
0.0,37.748853,-122.492255,0.0,0.0,154.0,0.0,0
0.0,37.748754,-122.492547,0.0,0.0,351.0,0.0,0
1.0,37.748754,-122.492547,0.0,0.0,91.0,0.0,0
0.0,37.748754,-122.492547,0.3333333333333333,0.0,141.0,0.0,0
1.0,37.748754,-122.492547,0.3333333333333333,0.0,153.0,0.0,0
0.0,37.785093,-122.441498,,,,1.0,0
0.0,37.785093,-122.441498,0.0,0.0,500.0,1.0,0
0.0,37.785093,-122.441498,0.0,0.0,399.0,1.0,0
2.0,37.785258,-122.4414315,0.0,0.0,642.0,1.0,0
2.0,37.785258,-122.4414315,0.6666666666666666,0.0,23.0,1.0,0
2.0,37.731276,-122.4491085,,,,,0
0.0,37.742769,-122.478579,,,,,0
2.0,37.742769,-122.478579,0.0,0.0,51.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,371.0,0.0,0
1.0,37.74258,-122.480865,0.0,0.0,390.0,0.0,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,11.0,0.0,0
4.0,37.793988,-122.3950005,0.0,0.5,492.0,0.0,0
0.0,37.793988,-122.3950005,1.3333333333333333,0.3333333333333333,107.0,0.0,0
0.0,37.793988,-122.3950005,1.3333333333333333,0.0,334.0,0.0,0
0.0,37.771461,-122.433867,,,,,0
2.0,37.771461,-122.433867,0.0,0.0,393.0,,0
0.0,,,,,,5.5,0
0.0,,,0.0,0.0,43.0,5.5,0
4.0,37.795536,-122.4084915,0.0,0.0,334.0,5.5,0
11.0,37.795536,-122.4084915,1.3333333333333333,0.0,341.0,5.5,0
4.0,37.795536,-122.4084915,5.0,0.0,9.0,5.5,0
0.0,37.786766,-122.461545,,,,0.0,0
0.0,37.786766,-122.461545,0.0,0.0,210.0,0.0,0
0.0,37.786766,-122.461545,0.0,0.0,232.0,0.0,0
0.0,37.786766,-122.461545,0.0,0.0,371.0,0.0,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,25.0,0.0,0
0.0,,,0.0,0.5,165.0,0.0,1
0.0,,,0.0,0.6666666666666666,9.0,0.0,0
0.0,,,0.0,0.3333333333333333,279.0,0.0,0
0.0,,,0.0,0.3333333333333333,217.0,0.0,0
10.0,37.79553400716,-122.39623602591,,,,,1
3.0,37.79553400716,-122.39623602591,10.0,1.0,4.0,,0
0.0,37.79493499445,-122.39426502138,,,,0.0,0
0.0,37.79493499445,-122.39426502138,0.0,0.0,156.0,0.0,0
0.0,37.79493499445,-122.39426502138,0.0,0.0,286.0,0.0,0
2.0,37.79493499445,-122.39426502138,0.0,0.0,8.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,447.0,0.0,0
0.0,,,0.0,0.0,245.0,0.0,0
3.0,37.764018,-122.421519,0.0,0.0,804.0,0.0,0
0.0,37.730576,-122.47588,,,,0.0,0
0.0,37.730576,-122.47588,0.0,0.0,413.0,0.0,0
0.0,37.730576,-122.47588,0.0,0.0,439.0,0.0,0
0.0,37.789551,-122.411763,,,,,0
2.0,37.748898,-122.4184185,,,,,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,418.0,1.0,0
2.0,37.785366,-122.4176715,0.0,0.0,990.0,1.0,0
0.0,37.785366,-122.4176715,0.6666666666666666,0.0,1.0,1.0,0
1.0,37.77813,-122.391855,,,,,0
2.0,37.77813,-122.391855,,,,,0
1.0,37.77813,-122.391855,2.0,0.0,82.0,,0
2.0,37.770714,-122.476995,,,,,0
0.0,37.721453,-122.48629,,,,0.0,0
0.0,37.721453,-122.48629,0.0,0.0,387.0,0.0,0
0.0,37.770714,-122.476995,0.0,0.0,527.0,0.0,0
0.0,37.770714,-122.476995,0.0,0.0,35.0,0.0,0
0.0,37.723131,-122.461641,,,,,0
5.0,37.723131,-122.461641,0.0,0.0,195.0,,0
1.0,37.727055,-122.435325,,,,,0
0.0,37.796327,-122.421911,,,,,0
1.0,37.779354,-122.4158715,,,,,0
0.0,37.733553,-122.3896365,,,,,0
6.0,37.733553,-122.3896365,0.0,0.0,350.0,,0
0.0,,,,,,0.0,1
0.0,,,0.0,1.0,0.0,0.0,0
0.0,,,0.0,0.5,406.0,0.0,1
0.0,,,0.0,0.6666666666666666,0.0,0.0,0
0.0,,,0.0,0.3333333333333333,21.0,0.0,0
0.0,,,0.0,0.3333333333333333,259.0,0.0,0
0.0,37.726596,-122.3656245,,,,,0
0.0,37.799775,-122.4085635,,,,1.5,0
0.0,37.799775,-122.4085635,0.0,0.0,1.0,1.5,0
0.0,37.799775,-122.4085635,0.0,0.0,7.0,1.5,0
3.0,37.799775,-122.4085635,0.0,0.0,42.0,1.5,0
0.0,37.799775,-122.4085635,1.0,0.0,68.0,1.5,0
0.0,,,,,,-1.5,0
0.0,,,0.0,0.0,8.0,-1.5,0
0.0,,,0.0,0.0,20.0,-1.5,0
0.0,,,0.0,0.0,141.0,-1.5,0
0.0,,,0.0,0.0,15.0,-1.5,0
0.0,,,0.0,0.0,7.0,-1.5,0
0.0,,,0.0,0.0,165.0,-1.5,0
0.0,,,0.0,0.0,8.0,-1.5,0
0.0,,,0.0,0.0,636.0,-1.5,0
3.0,37.769553,-122.44896,0.0,0.0,288.0,-1.5,0
0.0,37.769553,-122.44896,1.0,0.0,337.0,-1.5,0
0.0,37.769553,-122.44896,1.0,0.0,9.0,-1.5,0
0.0,37.769553,-122.44896,1.0,0.0,84.0,-1.5,0
4.0,37.764261,-122.4655515,,,,-1.5,0
0.0,37.764261,-122.4655515,4.0,0.0,7.0,-1.5,0
1.0,37.764261,-122.4655515,2.0,0.0,296.0,-1.5,0
0.0,37.764261,-122.4655515,1.6666666666666667,0.0,8.0,-1.5,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,475.0,0.0,0
0.0,,,0.0,0.0,7.0,0.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,186.0,0.0,0
0.0,,,0.0,0.0,190.0,0.0,0
3.0,37.766619,-122.3959725,0.0,0.0,209.0,0.0,0
0.0,37.766619,-122.3959725,1.0,0.0,17.0,0.0,0
3.0,37.766619,-122.3959725,1.0,0.0,166.0,0.0,0
3.0,37.766619,-122.3959725,2.0,0.0,245.0,0.0,0
0.0,37.74988078573,-122.39453457872,,,,,0
0.0,,,,,,,0
0.0,,,,,,2.5,0
0.0,,,0.0,0.0,309.0,2.5,0
0.0,,,0.0,0.0,189.0,2.5,0
0.0,,,0.0,0.0,186.0,2.5,0
5.0,37.801602,-122.4102285,0.0,0.0,500.0,2.5,0
0.0,37.801602,-122.4102285,1.6666666666666667,0.0,207.0,2.5,0
0.0,,,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,181.0,0.0,0
0.0,,,0.0,0.0,310.0,0.0,0
0.0,,,0.0,0.0,238.0,0.0,0
2.0,37.788633,-122.427252,,,,-2.0,0
0.0,37.788633,-122.427252,2.0,0.0,192.0,-2.0,0
2.0,37.788633,-122.427252,1.0,0.0,131.0,-2.0,0
0.0,37.767861,-122.4224955,,,,0.0,0
0.0,37.767861,-122.4224955,0.0,0.0,27.0,0.0,0
6.0,37.767861,-122.4224955,0.0,0.0,92.0,0.0,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,483.0,0.5,0
0.0,,,0.0,0.0,454.0,0.5,0
0.0,37.740915,-122.4653355,0.0,0.0,603.0,0.5,0
3.0,37.740915,-122.4653355,0.0,0.0,253.0,0.5,0
1.0,37.740915,-122.4653355,1.0,0.0,7.0,0.5,0
0.0,37.740915,-122.4653355,1.3333333333333333,0.0,27.0,0.5,0
1.0,37.805535,-122.4231975,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,533.0,,0
8.0,37.751202,-122.434254,,,,,0
6.0,37.751202,-122.434254,8.0,0.0,20.0,,0
0.0,37.751137,-122.434095,,,,0.0,0
0.0,37.751137,-122.434095,0.0,0.0,16.0,0.0,0
0.0,37.751137,-122.434095,0.0,0.0,462.0,0.0,0
0.0,37.784884,-122.409425,,,,,0
5.0,37.805859,-122.4128205,,,,0.0,0
5.0,37.805859,-122.4128205,5.0,0.0,123.0,0.0,0
5.0,37.805859,-122.4128205,5.0,0.0,162.0,0.0,0
5.0,37.792197,-122.3980875,,,,-2.0,0
4.0,37.792197,-122.3980875,5.0,0.0,14.0,-2.0,0
1.0,37.792197,-122.3980875,4.5,0.0,31.0,-2.0,0
0.0,37.792197,-122.3980875,3.333333333333333,0.0,15.0,-2.0,0
0.0,37.763721,-122.4593325,,,,,0
2.0,37.776636,-122.394807,,,,,0
4.0,37.776636,-122.394807,2.0,0.0,468.0,,0
0.0,,,,,,1.0,0
0.0,,,0.0,0.0,3.0,1.0,0
0.0,,,0.0,0.0,202.0,1.0,0
0.0,,,0.0,0.0,382.0,1.0,0
0.0,,,0.0,0.0,253.0,1.0,1
2.0,37.790613,-122.404356,0.0,0.3333333333333333,687.0,1.0,0
0.0,37.790613,-122.404356,0.6666666666666666,0.3333333333333333,14.0,1.0,0
0.0,37.763721,-122.4593325,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,419.0,0.0,0
0.0,,,0.0,0.0,392.0,0.0,0
0.0,37.776858,-122.394729,,,,0.0,0
0.0,37.776858,-122.394729,0.0,0.0,367.0,0.0,0
0.0,37.776858,-122.394729,0.0,0.0,35.0,0.0,0
0.0,37.711185,-122.46779,,,,0.0,0
0.0,37.711185,-122.46779,0.0,0.0,468.0,0.0,0
0.0,37.711185,-122.46779,0.0,0.0,356.0,0.0,0
6.0,37.711008,-122.4668205,,,,,0
0.0,37.728933,-122.40413,,,,0.0,0
0.0,37.728933,-122.40413,0.0,0.0,422.0,0.0,0
0.0,37.728933,-122.40413,0.0,0.0,155.0,0.0,0
0.0,37.728933,-122.40413,0.0,0.0,14.0,0.0,0
2.0,37.729026,-122.4038835,0.0,0.0,734.0,0.0,0
0.0,,,,,,,0
1.0,37.720827,-122.4373995,0.0,0.0,790.0,,0
0.0,37.78497,-122.409567,,,,-0.5,0
2.0,37.78497,-122.409567,0.0,0.0,86.0,-0.5,0
1.0,37.78497,-122.409567,1.0,0.0,9.0,-0.5,0
1.0,37.78497,-122.409567,1.0,0.0,7.0,-0.5,0
0.0,37.78497,-122.409567,1.3333333333333333,0.0,11.0,-0.5,0
2.0,37.78497,-122.409567,0.6666666666666666,0.0,191.0,-0.5,0
0.0,37.77936213804,-122.39207461534,,,,4.0,0
4.0,37.77936213804,-122.39207461534,0.0,0.0,197.0,4.0,1
2.0,37.77936213804,-122.39207461534,2.0,0.5,4.0,4.0,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,379.0,0.0,0
0.0,,,0.0,0.0,19.0,0.0,0
0.0,,,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,26.0,,0
3.0,37.741941,-122.387445,,,,0.0,0
1.0,37.741941,-122.387445,3.0,0.0,188.0,0.0,0
3.0,37.741941,-122.387445,2.0,0.0,230.0,0.0,0
4.0,37.741941,-122.387445,2.333333333333333,0.0,22.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,377.0,,0
15.0,37.73018583115,-122.476153697,,,,,0
0.0,37.73018583115,-122.476153697,15.0,0.0,36.0,,0
0.0,,,,,,-1.0,0
0.0,,,0.0,0.0,269.0,-1.0,0
0.0,,,0.0,0.0,104.0,-1.0,0
2.0,37.783503,-122.4326205,0.0,0.0,631.0,-1.0,0
2.0,37.783503,-122.4326205,0.6666666666666666,0.0,12.0,-1.0,0
0.0,37.783503,-122.4326205,1.3333333333333333,0.0,175.0,-1.0,0
0.0,37.783503,-122.4326205,1.3333333333333333,0.0,7.0,-1.0,0
0.0,,,,,,4.0,0
0.0,,,0.0,0.0,475.0,4.0,0
3.0,37.780614,-122.480244,0.0,0.0,337.0,4.0,0
0.0,37.780614,-122.480244,1.0,0.0,8.0,4.0,0
1.0,37.780614,-122.480244,1.0,0.0,203.0,4.0,0
8.0,37.780614,-122.480244,1.3333333333333333,0.0,158.0,4.0,0
0.0,37.780614,-122.480244,3.0,0.0,11.0,4.0,0
1.0,37.781154,-122.41692,,,,,0
0.0,,,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,95.0,0.0,0
0.0,,,0.0,0.0,498.0,0.0,0
0.0,37.77525,-122.416272,,,,,0
0.0,37.77525,-122.416272,0.0,0.0,20.0,,0
0.0,37.782081,-122.4465885,,,,,0
4.0,37.782081,-122.4465885,0.0,0.0,0.0,,1
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,370.0,0.0,0
0.0,,,0.0,0.0,337.0,0.0,0
0.0,,,0.0,0.0,20.0,0.0,0
3.0,37.792368,-122.400162,,,,,0
0.0,37.792237,-122.400124,,,,0.0,0
0.0,37.792237,-122.400124,0.0,0.0,182.0,0.0,0
0.0,37.792237,-122.400124,0.0,0.0,383.0,0.0,0
0.0,37.792237,-122.400124,0.0,0.0,1.0,0.0,0
0.0,37.792237,-122.400124,0.0,0.0,378.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,371.0,,0
2.0,37.78212953425,-122.40099614404,,,,,0
0.0,37.798974,-122.400594,,,,,0
4.0,37.798974,-122.400594,0.0,0.0,447.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,431.0,0.0,0
0.0,,,0.0,0.0,364.0,0.0,0
2.0,37.795122,-122.400558,,,,,0
0.0,37.795122,-122.400558,2.0,0.0,336.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,228.0,0.0,0
0.0,,,0.0,0.0,203.0,0.0,0
0.0,,,0.0,0.0,21.0,0.0,0
0.0,,,0.0,0.0,350.0,0.0,0
0.0,,,,,,,0
0.0,,,0.0,0.0,410.0,,1
1.0,37.773549,-122.447934,,,,,0
0.0,,,,,,,0
0.0,37.783198,-122.440983,,,,0.0,0
0.0,37.783198,-122.440983,0.0,0.0,7.0,0.0,0
0.0,37.783198,-122.440983,0.0,0.0,398.0,0.0,0
0.0,37.783198,-122.440983,0.0,0.0,224.0,0.0,0
0.0,37.805265,-122.4110925,,,,,0
1.0,37.801827,-122.4116865,,,,,0
0.0,37.762479,-122.391828,,,,,0
0.0,37.762479,-122.391828,0.0,0.0,141.0,,0
0.0,37.776917,-122.422231,,,,1.0,0
0.0,37.776917,-122.422231,0.0,0.0,40.0,1.0,0
0.0,37.776917,-122.422231,0.0,0.0,505.0,1.0,0
2.0,37.776744,-122.4225225,0.0,0.0,633.0,1.0,0
2.0,37.776744,-122.4225225,0.6666666666666666,0.0,14.0,1.0,0
6.0,37.788894,-122.412132,,,,,0
0.0,37.788894,-122.412132,6.0,0.0,14.0,,0
0.0,37.77813,-122.391855,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,443.0,,0
0.0,37.76797301032,-122.38766603283,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,443.0,,0
0.0,37.76797301032,-122.38766603283,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,443.0,,0
0.0,37.76797301032,-122.38766603283,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,443.0,,0
2.0,37.76797301032,-122.38766603283,,,,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,443.0,,0
0.0,37.76797301032,-122.38766603283,,,,,0
0.0,37.800729,-122.4386955,,,,,0
2.0,37.79262,-122.406201,,,,,0
0.0,37.79262,-122.406201,2.0,0.0,57.0,,0
0.0,,,,,,0.5,0
0.0,,,0.0,0.0,244.0,0.5,0
0.0,,,0.0,0.0,231.0,0.5,0
0.0,,,0.0,0.0,396.0,0.5,0
0.0,,,0.0,0.0,16.0,0.5,0
5.0,37.779597,-122.394537,0.0,0.0,768.0,0.5,1
1.0,37.779597,-122.394537,1.6666666666666667,0.3333333333333333,1.0,0.5,0
8.0,37.779597,-122.394537,2.0,0.3333333333333333,56.0,0.5,1
0.0,37.754094,-122.418586,,,,,0
0.0,37.754094,-122.418586,0.0,0.0,427.0,,0
3.0,37.754118,-122.418279,,,,,0
8.0,37.754118,-122.418279,3.0,0.0,376.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,196.0,0.0,0
0.0,,,0.0,0.0,587.0,0.0,0
0.0,37.798434,-122.408433,,,,,0
5.0,37.798434,-122.408433,0.0,0.0,128.0,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,414.0,0.0,0
8.0,37.794636,-122.418306,0.0,0.0,546.0,0.0,0
8.0,37.763694,-122.479875,,,,2.5,1
0.0,37.763694,-122.479875,8.0,1.0,241.0,2.5,0
1.0,37.763694,-122.479875,4.0,0.5,20.0,2.5,0
5.0,37.763694,-122.479875,3.0,0.3333333333333333,138.0,2.5,1
1.0,37.763694,-122.479875,2.0,0.3333333333333333,7.0,2.5,0
0.0,37.763468,-122.479851,,,,0.0,0
0.0,37.763468,-122.479851,0.0,0.0,421.0,0.0,0
0.0,37.763468,-122.479851,0.0,0.0,363.0,0.0,0
0.0,37.763468,-122.479851,0.0,0.0,126.0,0.0,0
0.0,37.796973,-122.408504,,,,-4.5,0
9.0,37.796931,-122.408748,0.0,0.0,539.0,-4.5,1
1.0,37.796931,-122.408748,4.5,0.5,7.0,-4.5,0
0.0,37.796931,-122.408748,3.333333333333333,0.3333333333333333,7.0,-4.5,0
0.0,37.796931,-122.408748,3.333333333333333,0.3333333333333333,54.0,-4.5,0
0.0,,,,,,,0
1.0,37.797138,-122.4082935,0.0,0.0,1436.0,,0
0.0,,,,,,,0
0.0,,,0.0,0.0,205.0,,0
14.0,37.764666,-122.4221715,,,,-5.5,1
4.0,37.764666,-122.4221715,14.0,1.0,7.0,-5.5,0
3.0,37.764666,-122.4221715,9.0,0.5,273.0,-5.5,1
1.0,37.764666,-122.4221715,7.0,0.6666666666666666,0.0,-5.5,0
0.0,37.764678,-122.421905,,,,0.0,1
0.0,37.764678,-122.421905,0.0,1.0,1.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.5,1.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.3333333333333333,3.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.0,8.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.0,343.0,0.0,1
0.0,37.764678,-122.421905,0.0,0.3333333333333333,2.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.3333333333333333,7.0,0.0,0
0.0,37.764678,-122.421905,0.0,0.3333333333333333,334.0,0.0,1
0.0,37.764678,-122.421905,0.0,0.3333333333333333,2.0,0.0,1
0.0,37.764678,-122.421905,0.0,0.6666666666666666,13.0,0.0,1
0.0,,,,,,1.0,1
0.0,,,0.0,1.0,7.0,1.0,0
0.0,,,0.0,0.5,292.0,1.0,1
0.0,,,0.0,0.6666666666666666,15.0,1.0,0
0.0,,,0.0,0.3333333333333333,399.0,1.0,0
0.0,,,0.0,0.3333333333333333,6.0,1.0,0
0.0,37.762821,-122.465907,0.0,0.0,422.0,1.0,0
2.0,37.762821,-122.465907,0.0,0.0,0.0,1.0,1
0.0,37.762821,-122.465907,0.6666666666666666,0.3333333333333333,1.0,1.0,0
0.0,37.762647,-122.397545,,,,3.0,1
0.0,37.762647,-122.397545,0.0,1.0,14.0,3.0,0
0.0,37.762647,-122.397545,0.0,0.5,385.0,3.0,0
0.0,37.762647,-122.397545,0.0,0.3333333333333333,49.0,3.0,0
6.0,37.762632,-122.397786,0.0,0.0,391.0,3.0,0
9.0,37.762632,-122.397786,2.0,0.0,162.0,3.0,0
0.0,37.764384,-122.452584,,,,,0
0.0,37.764384,-122.452584,0.0,0.0,435.0,,0
1.0,37.781658,-122.4512595,,,,,0
0.0,,,,,,0.0,0
0.0,,,0.0,0.0,380.0,0.0,0
0.0,,,0.0,0.0,326.0,0.0,0
4.0,37.763073,-122.482656,,,,,0
3.0,37.763073,-122.482656,4.0,0.0,399.0,,0
